id,product_name,price,category,availability,description,img_primary,img_secondary,url
p124,Green Mint â€“ Refreshing Foot Mist 100ml,14,mind & body care  foot creams & gels,yes,A fast absorbent natural formula to refresh & revive over-worked & tired feet.,Green Mint â€“ Refreshing Foot Mist 100ml_primary.jpg,Green Mint â€“ Refreshing Foot Mist 100ml_secondary.jpg,https://store.spaceylon.com/product/green-mint-refreshing-foot-mist-100ml/
p125,Green Mint â€“ Cooling Foot Scrub 200g,17,mind & body care  body scrubs & polishes,no,"A natural purifying formula to soften, smoothen & revitalize feet. Lime Peel, Dark Grape & Volcanic Minerals help remove rough patches & hard skin, lightening discolorations.",Green Mint â€“ Cooling Foot Scrub 200g_primary.jpg,Green Mint â€“ Cooling Foot Scrub 200g_secondary.jpg,https://store.spaceylon.com/product/green-mint-cooling-foot-scrub-200g/
p126,Citronella Milk â€“ Protective Mist Collection,16,mind & body care  body & pillow mists,no,"A trio collection box of Citronella Milk Protective Mist.
* Effective natural protection in tropical climates.
* Hydrates insect bites & inflammations.",Citronella Milk â€“ Protective Mist Collection_primary.jpg,Citronella Milk â€“ Protective Mist Collection_secondary.jpg,https://store.spaceylon.com/product/citronella-milk-protective-mist-collection/
p127,Sandalwood â€“ Wonder Oil 100ml,29,mind & body care  body oils,no,"The power of 8 Ayurveda WonderHerbs in an ultra-nourishing blend. Instantly adds a soft silky-smooth touch to skin & hair, without a greasy after-feel. Moringa & Sandalwood help soothe skin & shield against pollution. Sweet Almond & Virgin Coconut help protect skin & hair from dryness.",Sandalwood â€“ Wonder Oil 100ml_primary.jpg,Sandalwood â€“ Wonder Oil 100ml_secondary.jpg,https://store.spaceylon.com/product/sandalwood-wonder-oil-100ml/
p128,Night Jasmine â€“ Wonder Oil 100ml,29,mind & body care  body oils,no,"The power of 8 Ayurveda WonderHerbs in an ultra-nourishing blend. Instantly adds a soft silky-smooth touch to skin & hair, without a greasy after-feel. Moringa & Jasmine help soothe skin & shield against pollution. Sweet Almond & Virgin Coconut help protect skin & hair from dryness.",Night Jasmine â€“ Wonder Oil 100ml_primary.jpg,Night Jasmine â€“ Wonder Oil 100ml_secondary.jpg,https://store.spaceylon.com/product/night-jasmine-wonder-oil-100ml/
p129,Cedarwood â€“ Essential Oil 20ml,22,mind & body care  essential oils,yes,Fortifying Calming & Strengthening,Cedarwood â€“ Essential Oil 20ml_primary.jpg,Cedarwood â€“ Essential Oil 20ml_secondary.jpg,https://store.spaceylon.com/product/cedarwood-essential-oil-20ml/
p130,Wild Mangosteen â€“ Natural Butter 25g,14,mind & body care  bridal shower,yes,A 100% natural multi-usage ultra nourishing butter,Wild Mangosteen â€“ Natural Butter 25g_primary.jpg,Wild Mangosteen â€“ Natural Butter 25g_secondary.jpg,https://store.spaceylon.com/product/wild-mangosteen-natural-butter-25g/
p131,Ceylon Mango â€“ Natural Butter 25g,14,mind & body care  bridal shower,no,A 100% natural multi-usage ultra nourishing butter,Ceylon Mango â€“ Natural Butter 25g_primary.jpg,Ceylon Mango â€“ Natural Butter 25g_secondary.jpg,https://store.spaceylon.com/product/ceylon-mango-natural-butter-25g/
p132,Ceylon Pink Grapefruit â€“ Elephant Aromaveda Sachet,13,mind & body care  aroma for bedroom,yes,"A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, drawers, wardrobes, suitcases & small interior spaces.",,Ceylon Pink Grapefruit â€“ Elephant Aromaveda Sachet_secondary.jpg,https://store.spaceylon.com/product/ceylon-pink-grapefruit-elephant-aromaveda-sachet/
p133,Ceylon Forest Trail â€“ Elephant Aromaveda Sachet,13,mind & body care  aroma for bedroom,yes,"A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, drawers, wardrobes, suitcases & small interior spaces.",,,https://store.spaceylon.com/product/ceylon-forest-trail-elephant-aromaveda-sachet/
p134,Neroli Jasmine â€“ Natural Twigs Room Aromizer,20,mind & body care  event fragrances,yes,"Calming, Uplifting & Healing
A decorative natural Room Aromizer combining dried natural twigs with pure essential oils & natural fragrance compounds.",,Neroli Jasmine â€“ Natural Twigs Room Aromizer_secondary.jpg,https://store.spaceylon.com/product/neroli-jasmine-natural-twigs-room-aromizer/
p135,Ceylon Elephant â€“ Grapefruit Coconut â€“ Intensive Hand Cream 30g,11,mind & body care  bridal shower,no,"A natural renewing treatment enriched with a revitalising blend of Citrus fruit oils. Sweet Almond, Wheatgerm, Soya & Virgin Coconut moisturise, nourish & care for dry & rough hands.",Ceylon Elephant â€“ Grapefruit Coconut â€“ Intensive Hand Cream 30g_primary.jpg,Ceylon Elephant â€“ Grapefruit Coconut â€“ Intensive Hand Cream 30g_secondary.jpg,https://store.spaceylon.com/product/ceylon-elephant-grapefruit-coconut-intensive-hand-cream-30g/
p136,Ceylon Elephant â€“ Ceylon Tea Ylang â€“ Intensive Hand Cream 30g,11,mind & body care  bridal shower,no,"A natural protective treatment infused with a soothing blend of Green, White & Black Teas â€“ rich in natural anti-oxidants & nutrients. Sweet Almond, Wheatgerm, Soya & Virgin Coconut moisturise, nourish & care for dry & rough hands.",Ceylon Elephant â€“ Ceylon Tea Ylang â€“ Intensive Hand Cream 30g_primary.jpg,Ceylon Elephant â€“ Ceylon Tea Ylang â€“ Intensive Hand Cream 30g_secondary.jpg,https://store.spaceylon.com/product/ceylon-elephant-ceylon-tea-ylang-intensive-hand-cream-30g/
p137,Ceylon Elephant â€“ Frankincense Kay Lime â€“ Intensive Hand Cream 30g,11,mind & body care  bridal shower,yes,"A natural renewing treatment enriched with a revitalising blend of precious herbal oils. Sweet Almond, Wheatgerm, Soya & Virgin Coconut moisturise, nourish & care for dry & rough hands.",Ceylon Elephant â€“ Frankincense Kay Lime â€“ Intensive Hand Cream 30g_primary.jpg,Ceylon Elephant â€“ Frankincense Kay Lime â€“ Intensive Hand Cream 30g_secondary.jpg,https://store.spaceylon.com/product/ceylon-elephant-frankincense-kay-lime-intensive-hand-cream-30g/
p138,Luxury Soap Collection,15,mind & body care  bath & shower,no,Available to purchase in local Stores,Luxury Soap Collection_primary.jpg,Luxury Soap Collection_secondary.jpg,https://store.spaceylon.com/product/luxury-soap-collection-2/
p139,Pink Grapefruit â€“ Virgin Coconut Natural Butter,12,mind & body care  bridal shower,no,A 100% natural multi-usage ultra nourishing butter,Pink Grapefruit â€“ Virgin Coconut Natural Butter_primary.jpg,Pink Grapefruit â€“ Virgin Coconut Natural Butter_secondary.jpg,https://store.spaceylon.com/product/pink-grapefruit-virgin-coconut-natural-butter/
p140,Ylang Lavender â€“ Virgin Coconut Natural Butter,12,mind & body care  bridal shower,yes,A 100% natural multi-usage ultra nourishing butter,Ylang Lavender â€“ Virgin Coconut Natural Butter_primary.jpg,Ylang Lavender â€“ Virgin Coconut Natural Butter_secondary.jpg,https://store.spaceylon.com/product/ylang-lavender-virgin-coconut-natural-butter/
p141,Neroli Jasmine â€“ Virgin Coconut Natural Butter,12,mind & body care  bridal shower,no,A 100% natural multi-usage ultra nourishing butter,Neroli Jasmine â€“ Virgin Coconut Natural Butter_primary.jpg,Neroli Jasmine â€“ Virgin Coconut Natural Butter_secondary.jpg,https://store.spaceylon.com/product/neroli-jasmine-virgin-coconut-natural-butter/
p142,Grapefruit Coconut â€“ Luxury Soap 250g,12,mind & body care  bath & shower,yes,"A luxuriously creamy natural cleanser enriched with a revitalising blend of Citrus fruit oils. Awakening Pink Grapefruit, tangy Lemon, uplifting Kaffir Lime & balancing Bergamot help renew skin & refresh the senses, promoting positive energies.",,,https://store.spaceylon.com/product/grapefruit-coconut-luxury-soap-250g/
p143,Ceylon Spiced Sandalwood â€“ Aromaveda Incense Sticks,10,mind & body care  incense sticks,yes,"The Majestic Ceylon Elephant is under threat of extinction, due to loss of its natural habitat & The resultant human-elephant conflict in Sri Lanka. By purchasing this product, you promote awareness & help conservation by donate 10% of the purchase price towards SPA CEYLON Elephant conservation initiatives. These traditional Ayurveda aroma incense sticks combine wild-crafted herbs, pure essential oils, natural resins & fragrance compounds to create exotic aromas inspired by the fragrant forest habitat of the Ceylon Elephant. The Spiced Sandalwood blend is an aromatic fusion of Vetiver & Patchouli, Sandalwood & Cinnamon essential oils with natural fragrance compounds. The blend gently infuses your living spaces with rich natural scents to soothe, calm & indulge your body, mind & soul.",Ceylon Spiced Sandalwood â€“ Aromaveda Incense Sticks_primary.jpg,Ceylon Spiced Sandalwood â€“ Aromaveda Incense Sticks_secondary.jpg,https://store.spaceylon.com/product/ceylon-spiced-sandalwood-aromaveda-incense-sticks/
p144,Ceylon Pink Grapefruit â€“ Aromaveda Incense Sticks,10,mind & body care  incense sticks,yes,"The Majestic Ceylon Elephant is under threat of extinction, due to loss of its natural habitat & The resultant human-elephant conflict in Sri Lanka. By purchasing this product, you promote awareness & help conservation by donate 10% of the purchase price towards SPA CEYLON Elephant conservation initiatives.
These traditional Ayurveda aroma incense sticks combine wild-crafted herbs, pure essential oils, natural resins & fragrance compounds to create exotic aromas inspired by the fragrant forest habitat of the Ceylon Elephant. The Pink Grapefruit blend is an aromatic fusion of Grapefruit, Lime & Bergamot essential oils with natural fragrance compounds. The blend gently infuses your living spaces with rich Aroma Veda cents to awaken, uplift & refresh your body, mind & soul.",Ceylon Pink Grapefruit â€“ Aromaveda Incense Sticks_primary.jpg,Ceylon Pink Grapefruit â€“ Aromaveda Incense Sticks_secondary.jpg,https://store.spaceylon.com/product/ceylon-pink-grapefruit-aromaveda-incense-sticks/
p145,Ceylon Forest Trail â€“ Aromaveda Incense Sticks,10,mind & body care  incense sticks,no,"The Majestic Ceylon Elephant is under threat of extinction, due to loss of its natural habitat & The resultant human-elephant conflict in Sri Lanka. By purchasing this product, you promote awareness & help conservation by donate 10% of the purchase price towards SPA CEYLON Elephant conservation initiatives.
These traditional Ayurveda aroma incense sticks combine wild-crafted herbs, pure essential oils, natural resins & fragrance compounds to create exotic aromas inspired by the fragrant forest habitat of the Ceylon Elephant. The Forest Trail blend is an aromatic fusion of Peppermint, Spearmint, Lemongrass & Eucalyptus essential oils with natural compounds. The blend gently infuses your living spaces with rich natural scents to soothe, calm & relax your body, mind & soul.",Ceylon Forest Trail â€“ Aromaveda Incense Sticks_primary.jpg,Ceylon Forest Trail â€“ Aromaveda Incense Sticks_secondary.jpg,https://store.spaceylon.com/product/ceylon-forest-trail-aromaveda-incense-sticks/
p146,Comfort Pain Reliever Balm Roll On 10ml,10,mind & body care  balms & rubs,yes,"100% natural fast action comforting relief from muscular body pains, joint aches & sprains. Soothes soreness & muscle strain. Helps gently soothe & comfort the senses. .",,Comfort Pain Reliever Balm Roll On 10ml_secondary.jpg,https://store.spaceylon.com/product/comfort-pain-reliever-balm-roll-on-10ml/
p147,Happy Uplifting Balm Roll On 10ml,10,mind & body care  balms & rubs,yes,"100% natural action refreshes & invigorates the senses, promoting vibrant positive energies & happiness. Gently lightens mood, soothing, uplifting & delighting the senses.",,Happy Uplifting Balm Roll On 10ml_secondary.jpg,https://store.spaceylon.com/product/happy-uplifting-balm-roll-on-10ml-2/
p148,Relax Foot Relief Balm Roll On 10ml,10,mind & body care  dosha types,no,Instant natural cooling & soothing relief for tired & fatigued feet.,,Relax Foot Relief Balm Roll On 10ml_secondary.jpg,https://store.spaceylon.com/product/relax-foot-relief-balm-roll-on-10ml/
p149,Peace â€“ Chest Cold Soothing Rub 50g,13,mind & body care  for men,yes,"Fast-absorbent non-oily formula. Practical for use on the go, in the office or in any social situation.",Peace â€“ Chest Cold Soothing Rub 50g_primary.jpg,Peace â€“ Chest Cold Soothing Rub 50g_secondary.jpg,https://store.spaceylon.com/product/peace-chest-cold-soothing-rub-50g/
