id,product_name,price,category,availability,description,img_primary,img_secondary,url
p174,Grapefruit Coconut â€“ Intensive Hand Cream 30g,12,mind & body care  bridal shower,no,"A natural renewing treatment enriched with a revitalising blend of Citrus fruit oils. Sweet Almond, Wheatgerm, Soya & Virgin Coconut moisturise, nourish & care for dry & rough hands.",Grapefruit Coconut â€“ Intensive Hand Cream 30g_primary.jpg,Grapefruit Coconut â€“ Intensive Hand Cream 30g_secondary.jpg,https://store.spaceylon.com/product/grapefruit-coconut-intensive-hand-cream-30g/
p175,Pink Lotus Almond â€“ Intensive Hand Cream 30g,12,mind & body care  bridal shower,no,"A natural soothing treatment enriched Lotus Honey to help soothe, calm & care for skin after harsh skin exposure. Sweet Almond, Wheatgerm & Virgin Coconut moisturise, nourish & care for dry & rough hands.",Pink Lotus Almond â€“ Intensive Hand Cream 30g_primary.jpg,Pink Lotus Almond â€“ Intensive Hand Cream 30g_secondary.jpg,https://store.spaceylon.com/product/pink-lotus-almond-intensive-hand-cream-30g/
p176,Sandalwood Spice â€“ Intensive Hand Cream 30g,12,mind & body care  bridal shower,no,"A natural revitalising treatment enriched with precious Mysore Sandalwood, Sweet Almond, Wheatgerm & Virgin Coconut to moisturise, nourish & care for dry & rough hands.",Sandalwood Spice â€“ Intensive Hand Cream 30g_primary.jpg,Sandalwood Spice â€“ Intensive Hand Cream 30g_secondary.jpg,https://store.spaceylon.com/product/sandalwood-spice-intensive-hand-cream-30g/
p177,De-Stress â€“ Harmonising Balm 25g,14,mind & body care  balms & rubs,no,A calming & relaxing natural balm with powerful Ayurveda herbs & potent essential oils.,De-Stress â€“ Harmonising Balm 25g_primary.jpg,De-Stress â€“ Harmonising Balm 25g_secondary.jpg,https://store.spaceylon.com/product/de-stress-harmonising-balm-25g/
p178,De-Stress â€“ Dashamula Body Treatment Oil 100ml,26,mind & body care  destress,no,A traditional scalp & body treatment oil made to a centuries-old classical Ayurveda formula.,De-Stress â€“ Dashamula Body Treatment Oil 100ml_primary.jpg,De-Stress â€“ Dashamula Body Treatment Oil 100ml_secondary.jpg,https://store.spaceylon.com/product/de-stress-dashamula-body-treatment-oil-100ml/
p179,De-Stress â€“ Harmonising Essence Mist 100ml,26,mind & body care  bridal shower,no,Description not available,De-Stress â€“ Harmonising Essence Mist 100ml_primary.jpg,De-Stress â€“ Harmonising Essence Mist 100ml_secondary.jpg,https://store.spaceylon.com/product/de-stress-harmonising-essence-mist-100ml/
p180,Cardamom Rose â€“ Aromaveda Incense Sticks,11,mind & body care  cardamom rose,no,"These traditional Ayurveda aroma incense sticks combining wild-crafted herbs, pure essential oils, natural resins & fragrance compounds to create exotic aromas reminiscent of old Ceylon. Our packaging is adorned with Royal insignia inspired by the Royal Kandyan courts of ancient Ceylon. The Cardamom Rose blend is a fusion of Ceylon Cardamom essential oil & Himalayan Rose essence with natural fragrance compounds. The blend gently infuses your living space with the power of Aroma Veda to fortify, uplift & delight your body, mind & soul.",Cardamom Rose â€“ Aromaveda Incense Sticks_primary.jpg,Cardamom Rose â€“ Aromaveda Incense Sticks_secondary.jpg,https://store.spaceylon.com/product/cardamom-rose-aromaveda-incense-sticks/
p181,Cardamom Rose â€“ Body Scrub  225g,23,mind & body care  body scrubs & polishes,yes,"A naturally creamy scrub infused with a powerful blend of herbs, minerals & aromatic oils. Deep-acting Red Sandalwood & Walnut combine to help purify skin, clearing clogged pores, removing toxins & dead cells. Pure Licorice & Himalayan Rose promote overall skin cell renewal & help brighten skin tone. Virgin Coconut, Olive & Honey soften & smoothen improving overall health.",Cardamom Rose â€“ Body Scrub  225g_primary.jpg,Cardamom Rose â€“ Body Scrub  225g_secondary.jpg,https://store.spaceylon.com/product/cardamom-rose-body-scrub-225g/
p182,Cardamom Rose â€“ Hand Wash 250ml,16,mind & body care  cardamom rose,no,"A gentle hand cleanser with a fragrant blend of herbs & essential oils. Organic fresh Aloe Vera hydrates hands. Green Olive help keep hands naturally soft & smoothe. Coconut gently cleanses hands without drying skin. Himalayan Rose soothes, calms & helps take away daily stress, relaxing the senses. Luxuriously fragrant Organic Ceylon Cardamom warms, uplifts & clarifies the mind & body. The synergistic blend promotes joyous natural well-being.",Cardamom Rose â€“ Hand Wash 250ml_primary.jpg,Cardamom Rose â€“ Hand Wash 250ml_secondary.jpg,https://store.spaceylon.com/product/cardamom-rose-hand-wash-250ml-2/
p183,Cardamom Rose â€“ Hand Cream 250ml,18,mind & body care  cardamom rose,no,"A natural revitalizing treatment enriched with vitamin rich Sweet Almond, Wheatgerm & Virgin Coconut to moisturise, nourish & help care for dry & rough skin. Protects hands & helps preserve youthfulness. Soothes, softens & smoothens for total hand care. Himalayan Rose soothes, calms & helps take away daily stress, while relaxing the senses. Luxuriously fragrant Organic Ceylon Cardamom warms, uplifts & clarifies the mind & body. The synergistic blend promotes joyous natural well-being.",Cardamom Rose â€“ Hand Cream 250ml_primary.jpg,Cardamom Rose â€“ Hand Cream 250ml_secondary.jpg,https://store.spaceylon.com/product/cardamom-rose-hand-cream-250ml-2/
p184,Cardamom Rose â€“ Body Lotion 250ml,15,mind & body care  cardamom rose,yes,"A light moisturiser with a revitalizing blend of herbs & essential oils. Virgin Coconut, Wheatgerm & Sweet Almond improve overall health & help soothe & calm skin after sun exposure. Rice bran, Olive & Honey soften & protect skin against dryness, while improving visible youthfulness. Himalayan Rose soothes, calms & helps take away daily stress, relaxing the senses. Luxuriously fragrant Organic Ceylon Cardamom warms, uplifts & clarifies the mind & body. The synergistic blend promotes joyous natural well-being.",Cardamom Rose â€“ Body Lotion 250ml_primary.jpg,Cardamom Rose â€“ Body Lotion 250ml_secondary.jpg,https://store.spaceylon.com/product/cardamom-rose-body-lotion-250ml/
p185,Cardamom Rose â€“ Bath & Shower Gel 250ml,26,mind & body care  bath & shower,no,"A mild cleansing formula infused with precious herbs pure aromatic essential oils. Organic fresh Aloe Vera cools entire body system, while Virgin Coconut, Sweet Almond & Olive gently cleanse & nourish skin, improving overall health. Himalayan Rose soothes, calms & helps take away daily stress, relaxing the senses. Luxuriously fragrant Organic Ceylon Cardamom warms, uplifts & clarifies the mind & body. The synergistic blend promotes joyous natural well-being.",Cardamom Rose â€“ Bath & Shower Gel 250ml_primary.jpg,Cardamom Rose â€“ Bath & Shower Gel 250ml_secondary.jpg,https://store.spaceylon.com/product/cardamom-rose-bath-shower-gel-250ml/
p186,Green Mint â€“ Cooling Aloe Leg Gel 250Ml,18,mind & body care  foot care,no,"A naturally caring light-weight formula enriched with the goodness of soothing Aloe Vera with calming Witch Hazel, caring Grape & Calendula. The instant cooling action of Peppermint refreshes & rejuvenates over-worked & tired legs, while Organic Lemongrass naturally refreshes skin. The overall cooling experience leaves feet & legs feeling comforted & relaxed.",Green Mint â€“ Cooling Aloe Leg Gel 250Ml_primary.jpg,Green Mint â€“ Cooling Aloe Leg Gel 250Ml_secondary.jpg,https://store.spaceylon.com/product/green-mint-cooling-aloe-leg-gel-250ml/
p187,Detox â€“ Red Sandalwood Body Essence 250ml,20,mind & body care  detox,no,An extra light day treatment to protect skin from harmful toxins & harsh environmental factors.,Detox â€“ Red Sandalwood Body Essence 250ml_primary.jpg,Detox â€“ Red Sandalwood Body Essence 250ml_secondary.jpg,https://store.spaceylon.com/product/detox-red-sandalwood-body-essence-250ml/
p188,Detox â€“ Eucalyptus Bath & Shower Gel 250ml,20,mind & body care  bath & shower,no,A powerful purifying formula to assist in drawing out harmful toxins & deep seated impurities from the skin.,Detox â€“ Eucalyptus Bath & Shower Gel 250ml_primary.jpg,Detox â€“ Eucalyptus Bath & Shower Gel 250ml_secondary.jpg,https://store.spaceylon.com/product/detox-eucalyptus-bath-shower-gel-250ml/
p189,Comfort â€“ Relieving Balm 50g,11,mind & body care  balms & rubs,no,100% natural fast action comforting & calming relief from fatigue & discomfort. Soothes & relaxes body. Gently comforts the senses.,Comfort â€“ Relieving Balm 50g_primary.jpg,Comfort â€“ Relieving Balm 50g_secondary.jpg,https://store.spaceylon.com/product/comfort-relieving-balm-50g/
p190,Happy â€“ Uplifting Balm 50g,11,mind & body care  balms & rubs,yes,"Naturally refreshes & invigorates senses, promoting positive energies & happiness. Gently soothes & uplifts the senses.",,Happy â€“ Uplifting Balm 50g_secondary.jpg,https://store.spaceylon.com/product/happy-uplifting-balm-50g/
p191,Precious Wood â€“ Home Aroma Blend 20ml,19,mind & body care  home aroma blends,no,"100% pure natural essential oil distilled at source. Carefully processed to ensure rich natural aroma & benefits are preserved in every drop.
Soothing
Cooling
Refreshing",Precious Wood â€“ Home Aroma Blend 20ml_primary.jpg,Precious Wood â€“ Home Aroma Blend 20ml_secondary.jpg,https://store.spaceylon.com/product/precious-wood-home-aroma-blend-20ml/
p192,Aloe Watergrass â€“ Home Aroma Blend 20ml,17,mind & body care  home aroma blends,no,"100% pure natural essential oil distilled at source. Carefully processed to ensure rich natural aroma & benefits are preserved in every drop.
Soothing
Warming
Energising",Aloe Watergrass â€“ Home Aroma Blend 20ml_primary.jpg,Aloe Watergrass â€“ Home Aroma Blend 20ml_secondary.jpg,https://store.spaceylon.com/product/aloe-watergrass-home-aroma-blend-20ml/
p193,Forest Trail â€“ Home Aroma Blend 20ml,16,mind & body care  home aroma blends,no,"100% pure natural essential oil distilled at source. Carefully processed to ensure rich natural aroma & benefits are preserved in every drop.
Soothing
Refreshing
Balancing",Forest Trail â€“ Home Aroma Blend 20ml_primary.jpg,Forest Trail â€“ Home Aroma Blend 20ml_secondary.jpg,https://store.spaceylon.com/product/forest-trail-home-aroma-blend-20ml/
p194,Ceylon Tea & Ylang â€“ Home Aroma Blend 20ml,17,mind & body care  home aroma blends,no,100% pure natural essential oil distilled at source. Carefully processed to ensure rich natural aroma & benefits are preserved in every drop.,Ceylon Tea & Ylang â€“ Home Aroma Blend 20ml_primary.jpg,Ceylon Tea & Ylang â€“ Home Aroma Blend 20ml_secondary.jpg,https://store.spaceylon.com/product/ceylon-tea-ylang-home-aroma-blend-20ml/
p195,Cardamom Rose â€“ Home Spa Set,46,mind & body care  bridal shower,no,"A selection of indulgent Ayurveda home spa formulae infused with precious herbs & pure aromatic essential oils.
Available to purchase in the local Stores.",,,https://store.spaceylon.com/product/cardamom-rose-home-spa-set/
p196,Pink Grapefruit â€“ Home Aroma Blend 20ml,15,mind & body care  home aroma blends,no,For body massage use. Best for oily / Problem skin.,Pink Grapefruit â€“ Home Aroma Blend 20ml_primary.jpg,Pink Grapefruit â€“ Home Aroma Blend 20ml_secondary.jpg,https://store.spaceylon.com/product/pink-grapefruit-home-aroma-blend-20ml/
p197,Peppermint â€“ Essential Oil 20ml,12,mind & body care  essential oils,yes,For body massage use: Best for oily skin.,Peppermint â€“ Essential Oil 20ml_primary.jpg,Peppermint â€“ Essential Oil 20ml_secondary.jpg,https://store.spaceylon.com/product/peppermint-essential-oil-20ml/
p198,White Tuberose â€“ Body Scrub 200g,25,mind & body care  body scrubs & polishes,no,"A nutrient-rich creamy formula with 100% pure precious Tuberose oil to gently lighten, brighten & illuminate skin.",White Tuberose â€“ Body Scrub 200g_primary.jpg,White Tuberose â€“ Body Scrub 200g_secondary.jpg,https://store.spaceylon.com/product/white-tuberose-body-scrub-200g/
p199,Sensual Sandalwood â€“ Bath & Massage Oil 150ml,20,mind & body care  dosha types,no,A sensual blend of herbs & essential oils Hydrate & de-stress the body & mind.,Sensual Sandalwood â€“ Bath & Massage Oil 150ml_primary.jpg,Sensual Sandalwood â€“ Bath & Massage Oil 150ml_secondary.jpg,https://store.spaceylon.com/product/sensual-sandalwood-bath-massage-oil-150ml/
p200,Ceylon Tea & Ylang â€“ Body Butter 225g,20,mind & body care  ceylon tea,no,"A light moisturiser infused with a naturally protective blend of Green, White & Black Teas â€“ rich in natural anti-oxidants & nutrients.",Ceylon Tea & Ylang â€“ Body Butter 225g_primary.jpg,Ceylon Tea & Ylang â€“ Body Butter 225g_secondary.jpg,https://store.spaceylon.com/product/ceylon-tea-ylang-body-butter-225g/
p201,Ceylon Tea & Spice â€“ Body Scrub 225g,17,mind & body care  body scrubs & polishes,yes,"A creamy scrub infused with a naturally protective, soothing & calming blend of Green, White & Black Teas",Ceylon Tea & Spice â€“ Body Scrub 225g_primary.jpg,Ceylon Tea & Spice â€“ Body Scrub 225g_secondary.jpg,https://store.spaceylon.com/product/ceylon-tea-spice-body-scrub-225g/
p202,Ceylon Tea & Ylang â€“ Hand & Body Lotion 250ml,19,mind & body care  ceylon tea,no,"A light moisturiser infused with a naturally protective blend of Green, White & Black Teas â€“ rich in natural anti-oxidants & nutrients. Helps soothe & calm skin after sun exposure, while improving visible youthfulness.",Ceylon Tea & Ylang â€“ Hand & Body Lotion 250ml_primary.jpg,Ceylon Tea & Ylang â€“ Hand & Body Lotion 250ml_secondary.jpg,https://store.spaceylon.com/product/ceylon-tea-ylang-hand-body-lotion-250ml/
p203,Ceylon Tea & Mint â€“ Bath & Shower Gel 300ml,19,mind & body care  bath & shower,no,"A mild cleanser infused with a naturally protective, soothing & calming blend of Green, White & Black Teas â€“ rich in natural anti-oxidants & nutrients.",Ceylon Tea & Mint â€“ Bath & Shower Gel 300ml_primary.jpg,Ceylon Tea & Mint â€“ Bath & Shower Gel 300ml_secondary.jpg,https://store.spaceylon.com/product/ceylon-tea-mint-bath-shower-gel-300ml/
p204,Love Sensual â€“ Massage Oil 300ml,23,mind & body care  dosha types,no,Description not available,Love Sensual â€“ Massage Oil 300ml_primary.jpg,Love Sensual â€“ Massage Oil 300ml_secondary.jpg,https://store.spaceylon.com/product/love-sensual-massage-oil-300ml/
p205,Peace â€“ Relaxing Body & Pillow Mist 100ml,15,mind & body care  body & pillow mists,no,A soothing & protective mist with a blend of herbs & essential oils to promote peace & harmony.,Peace â€“ Relaxing Body & Pillow Mist 100ml_primary.jpg,Peace â€“ Relaxing Body & Pillow Mist 100ml_secondary.jpg,https://store.spaceylon.com/product/peace-relaxing-body-pillow-mist-100ml/
p206,Sleep â€“ Body & Pillow Mist 100ml,21,mind & body care  body & pillow mists,no,Quick drying non-oily natural mist to promote deep restful sleep.,Sleep â€“ Body & Pillow Mist 100ml_primary.jpg,Sleep â€“ Body & Pillow Mist 100ml_secondary.jpg,https://store.spaceylon.com/product/sleep-body-pillow-mist-100ml/
p207,Sleep â€“ Bath Soak 200g,17,mind & body care  bath & shower,yes,"A relaxing blend of herbs, minerals & essential oils to promote deep restful sleep.",Sleep â€“ Bath Soak 200g_primary.jpg,Sleep â€“ Bath Soak 200g_secondary.jpg,https://store.spaceylon.com/product/sleep-bath-soak-200g/
p208,Sleep â€“ Bath & Shower Gel 300ml,18,mind & body care  bath & shower,no,A mild cleansing formula blended with calming essential oils to promote deep restful sleep.,Sleep â€“ Bath & Shower Gel 300ml_primary.jpg,Sleep â€“ Bath & Shower Gel 300ml_secondary.jpg,https://store.spaceylon.com/product/sleep-bath-shower-gel-300ml/
p209,Jasmine â€“ Body Oil Mist 100ml,14,mind & body care  body oils,no,"Fast-absorbent natural formula. Nourishes, conditions & protects, restoring natural balance.",Jasmine â€“ Body Oil Mist 100ml_primary.jpg,Jasmine â€“ Body Oil Mist 100ml_secondary.jpg,https://store.spaceylon.com/product/jasmine-body-oil-mist-100ml/
p210,Peace â€“ Soothing Balm 25g,8,mind & body care  balms & rubs,no,"Instant natural cooling & calming relief from stress, headache, cold, chest congestion & minor pains.",Peace â€“ Soothing Balm 25g_primary.jpg,Peace â€“ Soothing Balm 25g_secondary.jpg,https://store.spaceylon.com/product/peace-soothing-balm-25g/
p211,Sleep â€“ Calming Balm 25g,8,mind & body care  balms & rubs,no,"Naturally Hydrates, calms & relaxes mind & body, promoting overall health, total tranquility & deep restful sleep.",Sleep â€“ Calming Balm 25g_primary.jpg,Sleep â€“ Calming Balm 25g_secondary.jpg,https://store.spaceylon.com/product/sleep-calming-balm-25g/
p212,Breathe â€“ Soothing Herbs 25g,8,mind & body care  dosha types,no,"100% natural traditional formula to help soothe & relieve stress. Refreshes, reduces stuffiness & eases discomfort. Gently calms & clarifies the senses.",Breathe â€“ Soothing Herbs 25g_primary.jpg,Breathe â€“ Soothing Herbs 25g_secondary.jpg,https://store.spaceylon.com/product/breathe-soothing-herbs-25g/
p213,Water Lily â€“ Body Oil Mist 100ml,14,mind & body care  body oils,yes,"Fast-absorbent natural formula. Nourishes, conditions & protects, restoring natural balance.",Water Lily â€“ Body Oil Mist 100ml_primary.jpg,Water Lily â€“ Body Oil Mist 100ml_secondary.jpg,https://store.spaceylon.com/product/water-lily-body-oil-mist-100ml/
p214,Pink Lotus â€“ Body Oil Mist 100ml,14,mind & body care  body oils,yes,"Fast-absorbent natural formula. Nourishes, conditions & protects, restoring natural balance.",Pink Lotus â€“ Body Oil Mist 100ml_primary.jpg,Pink Lotus â€“ Body Oil Mist 100ml_secondary.jpg,https://store.spaceylon.com/product/pink-lotus-body-oil-mist-100ml/
p215,Water Lily â€“ Body Lotion 300ml,17,hair care  dosha types,no,"Natural formula to moisturise, nourish & treat dryness.",Water Lily â€“ Body Lotion 300ml_primary.jpg,Water Lily â€“ Body Lotion 300ml_secondary.jpg,https://store.spaceylon.com/product/water-lily-body-lotion-300ml/
p216,Pink Lotus â€“ Body Lotion 300ml,17,hair care  dosha types,no,"A rich natural formula with a hydrating blend of herbs & floral extracts to moisturise, nourish & care. Olive, Wheatgerm & Rice Bran help hydrate & promote moisture retention. Virgin Coconut & Sweet Almond improve overall skin health & protect skin from harmful effects of sun, cold & pollution. Pink Lotus, Saffron & Sandalwood help soothe dryness, soften rough patches & energize skin, while improving visible youthfulness. The tropical aroma of Pink Lotus delights the senses.",Pink Lotus â€“ Body Lotion 300ml_primary.jpg,Pink Lotus â€“ Body Lotion 300ml_secondary.jpg,https://store.spaceylon.com/product/pink-lotus-body-lotion-300ml/
p217,Ginger Spice â€“ Bath & Shower Gel 300ml,15,hair care  bath & shower,no,A mild cleansing formula blended with uplifting essential oils to gently Face Care/Purify the body & clear the mind.,,Ginger Spice â€“ Bath & Shower Gel 300ml_secondary.jpg,https://store.spaceylon.com/product/ginger-spice-bath-shower-gel-300ml/
p218,Margosa Lime â€“ Bath & Shower Gel 300Ml,15,hair care  bath & shower,yes,Best for normal to dry skin,,Margosa Lime â€“ Bath & Shower Gel 300Ml_secondary.jpg,https://store.spaceylon.com/product/margosa-lime-bath-shower-gel-300ml/
p219,Aloe Vera Mint â€“ Bath & Shower Gel 300Ml,15,hair care  bath & shower,no,A mild cleansing formula blended with soothing essential oils to gently purify the body & calm the mind.,,Aloe Vera Mint â€“ Bath & Shower Gel 300Ml_secondary.jpg,https://store.spaceylon.com/product/aloe-vera-mint-bath-shower-gel-300ml/
p220,Calumba Wood â€“ Body Scrub 225g,15,hair care  body scrubs & polishes,no,"A deep action natural exfoliating formula. Clears clogged pores, removing harmful toxins & dead cells.",Calumba Wood â€“ Body Scrub 225g_primary.jpg,Calumba Wood â€“ Body Scrub 225g_secondary.jpg,https://store.spaceylon.com/product/calumba-wood-body-scrub-225g/
p221,Vetiver & Island Spice â€“ Massage & Bath Oil 150ml,18,hair care  dosha types,yes,"An uplifting blend of essential oils & Ayurvedic herbs, infused in vitamin rich virgin coconut oil.
* Paraben Free
* Alcohol Free
* Paraffin Free
* Against Animal Cruelty
* Sustainable Harvesting
* 100% Vegetarian
* Supports Community Fair Trade",Vetiver & Island Spice â€“ Massage & Bath Oil 150ml_primary.jpg,Vetiver & Island Spice â€“ Massage & Bath Oil 150ml_secondary.jpg,https://store.spaceylon.com/product/vetiver-island-spice-massage-bath-oil-150ml/
p222,Aloe Vera & Pandanus â€“ Massage & Bath Oil 150ml,18,hair care  massage balms & oils,no,"Rejuvenate your mind and body with a calming blend of essential oils & Ayurvedic herbs, infused in vitamin rich virgin coconut oil.",Aloe Vera & Pandanus â€“ Massage & Bath Oil 150ml_primary.jpg,Aloe Vera & Pandanus â€“ Massage & Bath Oil 150ml_secondary.jpg,https://store.spaceylon.com/product/aloe-vera-pandanus-massage-bath-oil-150ml/
p223,Sensual Sandalwood â€“ Bath & Shower Gel 300ml,23,hair care  bath & shower,no,A mild cleanser with a blend of herbs & essential oils to hydrate & de-stress the body & mind.,Sensual Sandalwood â€“ Bath & Shower Gel 300ml_primary.jpg,Sensual Sandalwood â€“ Bath & Shower Gel 300ml_secondary.jpg,https://store.spaceylon.com/product/sensual-sandalwood-bath-shower-gel-300ml/
p224,Aloe Vera Mint â€“ Massage Balm 200g,17,hair care  massage balms & oils,no,"A naturally uplifting formula. Promotes natural well-being & relaxation. Nourishes & moisturises, improving skin health. Soothing rejuvenation for mind & body.",Aloe Vera Mint â€“ Massage Balm 200g_primary.jpg,Aloe Vera Mint â€“ Massage Balm 200g_secondary.jpg,https://store.spaceylon.com/product/aloe-vera-mint-massage-balm-200g/
p225,Red Sandalwood â€“ Body Scrub 225g,15,hair care  body scrubs & polishes,yes,"A deep action natural exfoliating formula. Clears clogged pores, removing harmful toxins & dead cells.",Red Sandalwood â€“ Body Scrub 225g_primary.jpg,Red Sandalwood â€“ Body Scrub 225g_secondary.jpg,https://store.spaceylon.com/product/red-sandalwood-body-scrub-225g/
p226,Red Sandal & Cinnamon â€“ Anti-Bacterial Exfoliating Wellness Soap 100g,7,hair care  bath & shower,yes,"A deep-purifying treatment infused with a naturally anti-bacterial blend of Red Sandal, Cinnamon, Licorice, Lavender, Lemon, Rosemary & Cardamom.",Red Sandal & Cinnamon â€“ Anti-Bacterial Exfoliating Wellness Soap 100g_primary.jpg,Red Sandal & Cinnamon â€“ Anti-Bacterial Exfoliating Wellness Soap 100g_secondary.jpg,https://store.spaceylon.com/product/red-sandal-cinnamon-anti-bacterial-exfoliating-wellness-soap-100g/
p227,Jewel Paradise â€“ Island Cracker (Large),20,hair care  festive editions,no,"This festive season, we celebrate Ceylonâ€™s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylonâ€™s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Jewel Paradise â€“ Island Cracker (Large)_primary.jpg,Jewel Paradise â€“ Island Cracker (Large)_secondary.jpg,https://store.spaceylon.com/product/jewel-paradise-island-cracker-large/
p228,Jewel Paradise â€“ Bath & Body Collection,33,hair care  festive editions,no,"This festive season, we celebrate Ceylonâ€™s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylonâ€™s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Jewel Paradise â€“ Bath & Body Collection_primary.jpg,Jewel Paradise â€“ Bath & Body Collection_secondary.jpg,https://store.spaceylon.com/product/jewel-paradise-bath-body-collection/
p229,Jewel Paradise â€“ 100g Luxury Soap Collection,13,hair care  festive editions,no,"This festive season, we celebrate Ceylonâ€™s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylonâ€™s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Jewel Paradise â€“ 100g Luxury Soap Collection_primary.jpg,Jewel Paradise â€“ 100g Luxury Soap Collection_secondary.jpg,https://store.spaceylon.com/product/jewel-paradise-100g-luxury-soap-collection/
p230,Jewel Paradise â€“ 50g Luxury Soap Collection,10,hair care  festive editions,no,"This festive season, we celebrate Ceylonâ€™s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylonâ€™s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Jewel Paradise â€“ 50g Luxury Soap Collection_primary.jpg,Jewel Paradise â€“ 50g Luxury Soap Collection_secondary.jpg,https://store.spaceylon.com/product/jewel-paradise-50g-luxury-soap-collection/
p231,Jewel Paradise â€“ Island Treats â€“  Royal Lotus,16,hair care  festive editions,no,"This festive season, we celebrate Ceylonâ€™s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylonâ€™s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Jewel Paradise â€“ Island Treats â€“  Royal Lotus_primary.jpg,Jewel Paradise â€“ Island Treats â€“  Royal Lotus_secondary.jpg,https://store.spaceylon.com/product/jewel-paradise-island-treats-royal-lotus/
p232,Jewel Paradise â€“ Island Treats â€“ Neroli Jasmine,16,hair care  festive editions,no,"This festive season, we celebrate Ceylonâ€™s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylonâ€™s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Jewel Paradise â€“ Island Treats â€“ Neroli Jasmine_primary.jpg,Jewel Paradise â€“ Island Treats â€“ Neroli Jasmine_secondary.jpg,https://store.spaceylon.com/product/jewel-paradise-island-treats-neroli-jasmine/
p233,Jewel Paradise â€“ Island Treats â€“ Kandyan Rose,16,hair care  festive editions,no,"This festive season, we celebrate Ceylonâ€™s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylonâ€™s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Jewel Paradise â€“ Island Treats â€“ Kandyan Rose_primary.jpg,Jewel Paradise â€“ Island Treats â€“ Kandyan Rose_secondary.jpg,https://store.spaceylon.com/product/jewel-paradise-island-treats-kandyan-rose/
p234,Jewel Paradise â€“ Island Cracker Trio,13,hair care  festive editions,no,"This festive season, we celebrate Ceylonâ€™s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylonâ€™s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Jewel Paradise â€“ Island Cracker Trio_primary.jpg,Jewel Paradise â€“ Island Cracker Trio_secondary.jpg,https://store.spaceylon.com/product/jewel-paradise-island-cracker-trio/
